User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login
40,Sarah Hernandez,38,Brazil,Premium,718.67979,Horror,2022-04-30
41,John Jones,24,Germany,Standard,582.9696,Romance,2022-10-29
42,James Williams,47,Canada,Premium,240.1199272,Romance,2022-10-02
43,David Brown,68,Canada,Premium,66.7968,Documentary,2022-06-08
44,Chris Garcia,37,Japan,Basic,114.445062,Documentary,2022-04-12
45,Chris Jones,18,USA,Basic,532.9152,Action,2022-03-30
46,John Johnson,32,India,Standard,651.51614232,Drama,2022-11-01
47,Sarah Smith,18,Brazil,Premium,462.5424,Documentary,2022-04-13
48,Sarah Garcia,46,Australia,Basic,154.845756,Comedy,2022-10-19
49,Michael Brown,26,Australia,Premium,605.6352,Sci-Fi,2022-09-18
50,David Hernandez,18,Brazil,Basic,690.3359999999999,Action,2022-07-13
51,Sarah Jones,33,Germany,Standard,17.0140896,Horror,2023-02-09
52,Alex Jones,32,Japan,Basic,123.857748,Action,2022-12-28
53,John Smith,35,Canada,Standard,808.5534451199998,Comedy,2023-02-21
54,Chris Martinez,24,France,Standard,529.2864,Romance,2023-02-27
55,David Hernandez,25,USA,Premium,1280.7648000000002,Horror,2022-12-11
56,Alex Davis,53,Mexico,Premium,294.36981363000007,Sci-Fi,2022-08-11
57,Jane Garcia,36,Japan,Basic,528.328251,Documentary,2022-12-01
58,David Martinez,50,USA,Premium,124.54337088,Action,2022-05-02
59,Michael Martinez,20,Japan,Premium,880.3871999999999,Drama,2022-09-29
60,Chris Smith,39,Australia,Premium,783.97146,Comedy,2022-08-14
61,Alex Hernandez,58,Canada,Standard,0.5421711672000002,Horror,2022-07-11
62,James Hernandez,22,India,Standard,345.18020328,Drama,2022-05-07
63,Katie Hernandez,46,France,Basic,97.2891912,Romance,2023-02-15
64,David Hernandez,40,France,Basic,250.5472784,Action,2022-10-28
65,Katie Martinez,23,USA,Premium,477.36,Comedy,2023-01-10
66,David Smith,21,France,Premium,776.8943999999999,Romance,2022-05-15
67,James Davis,40,Canada,Premium,136.71110320000005,Romance,2022-07-25
68,John Miller,36,Brazil,Basic,303.6980776,Action,2023-01-11
69,David Smith,26,Brazil,Premium,765.1727999999999,Sci-Fi,2022-08-22
70,Chris Davis,42,Germany,Standard,682.074027,Action,2022-11-11
71,John Williams,20,Canada,Basic,695.16,Action,2022-10-03
72,David Garcia,24,Germany,Basic,161.208,Comedy,2022-10-31
73,Alex Williams,45,UK,Standard,359.690556,Drama,2023-02-12
74,Emma Brown,35,USA,Standard,350.8469928,Sci-Fi,2022-12-08
75,Michael Davis,50,Germany,Premium,139.71731876999996,Sci-Fi,2022-11-09
76,Emma Garcia,21,India,Basic,1222.1330328,Sci-Fi,2022-05-18
77,Jane Martinez,31,Brazil,Basic,177.7366184,Romance,2022-08-21
78,David Hernandez,22,India,Standard,965.26144296,Comedy,2022-06-06
79,James Davis,15,Australia,Premium,165.3696,Romance,2022-12-21
80,James Williams,38,India,Premium,578.110203,Documentary,2022-10-16
81,John Brown,46,USA,Premium,382.2901920000001,Horror,2022-05-15
82,Sarah Garcia,47,France,Premium,348.1043850000001,Drama,2022-11-20
83,Jane Davis,70,Australia,Premium,48.7792,Documentary,2022-08-16
84,Michael Smith,23,France,Premium,145.9008,Romance,2022-07-19
85,David Martinez,33,Germany,Basic,620.8907810399998,Action,2022-11-16
86,Emma Johnson,23,Brazil,Basic,1046.4768,Documentary,2022-04-08
87,James Davis,28,Japan,Standard,236.808,Drama,2022-05-11
88,Emma Smith,57,France,Basic,368.06672970000005,Comedy,2022-03-23
89,Katie Williams,18,USA,Basic,1065.6575999999998,Comedy,2022-12-14
90,David Martinez,35,UK,Premium,820.9298232,Comedy,2022-12-23
91,Katie Jones,28,Japan,Standard,753.4223999999999,Romance,2022-04-28
92,Michael Martinez,40,Australia,Basic,674.3584529999999,Drama,2022-11-09
93,Sarah Davis,65,Japan,Standard,20.2281101712,Documentary,2022-04-10
94,Michael Brown,36,Brazil,Standard,158.29685999999998,Documentary,2022-09-20
95,Emma Garcia,41,France,Basic,171.19250240000002,Comedy,2023-03-05
96,James Smith,51,France,Standard,65.30806683,Romance,2022-05-16
97,Jane Miller,32,USA,Premium,566.9533727999999,Sci-Fi,2022-07-22
98,James Jones,55,Canada,Premium,249.48469476,Horror,2022-04-26
99,Michael Brown,36,Australia,Basic,1003.13151336,Romance,2022-10-23
100,David Jones,50,Japan,Basic,48.292824800000005,Romance,2022-07-04
101,John Johnson,53,France,Standard,215.10553509,Action,2022-09-07
102,Emma Johnson,49,Australia,Premium,99.0401844,Drama,2023-03-08
103,Sarah Hernandez,19,Japan,Standard,324.54720000000003,Action,2022-12-12
104,James Garcia,46,USA,Basic,34.6327353216,Drama,2022-03-14
105,Katie Hernandez,19,USA,Basic,1022.2128,Horror,2022-12-13
106,Alex Hernandez,38,Japan,Standard,383.665167,Comedy,2023-01-28
107,Katie Jones,16,UK,Premium,993.8592,Drama,2022-11-18
108,James Smith,23,Canada,Basic,1163.6208,Action,2022-09-04
109,Sarah Martinez,46,Australia,Standard,384.7232736000001,Comedy,2023-02-27
110,Sarah Brown,58,Australia,Premium,1.2911187132000002,Action,2022-03-09
111,James Martinez,26,Australia,Basic,391.0752,Romance,2022-05-29
112,Sarah Garcia,46,Canada,Premium,90.3284528,Comedy,2022-11-23
113,John Martinez,33,France,Basic,1026.69053904,Documentary,2022-08-12
114,Chris Miller,52,France,Premium,141.89810121,Documentary,2022-03-23
115,John Johnson,58,Canada,Premium,2.794903509600001,Documentary,2022-09-03
116,Katie Miller,52,Mexico,Standard,249.67173267,Comedy,2022-08-31
117,Sarah Jones,17,France,Basic,19.512,Romance,2022-05-12
118,Sarah Miller,25,UK,Premium,484.0272,Drama,2022-05-12
119,Jane Davis,20,UK,Basic,361.6272,Horror,2022-10-17
120,John Miller,32,Canada,Standard,240.76308888000003,Drama,2022-12-04
121,Sarah Williams,74,Canada,Premium,7.912000000000001,Action,2023-01-08
122,Katie Davis,46,Canada,Standard,388.3785456,Drama,2023-01-29
123,Katie Davis,40,UK,Standard,320.8621344,Documentary,2022-09-07
124,Emma Miller,24,Brazil,Basic,1004.50361736,Romance,2023-02-01
125,James Davis,74,Australia,Basic,16.2056,Action,2022-09-18
126,Jane Williams,48,Germany,Standard,298.16800480000006,Romance,2022-03-17
127,James Smith,23,Japan,Premium,14.8464,Romance,2022-07-24
128,John Martinez,37,Brazil,Standard,497.575953,Romance,2023-03-05
129,John Miller,46,Germany,Premium,109.5363176,Documentary,2022-12-25
130,Sarah Jones,33,India,Basic,57.79260159999999,Horror,2022-07-31
131,Sarah Jones,21,Mexico,Premium,1456.6146295679998,Action,2023-02-23
132,Emma Jones,44,UK,Premium,381.700917,Sci-Fi,2022-07-04
133,James Martinez,75,USA,Standard,38.3264,Comedy,2022-05-10
134,Katie Williams,47,Germany,Basic,584.8279380000001,Drama,2023-02-12
135,James Davis,27,Mexico,Basic,24.61554576,Documentary,2022-10-21
136,Jane Garcia,47,Canada,Standard,179.84331279999998,Comedy,2023-03-04
137,Emma Jones,21,Australia,Premium,468.144,Action,2023-02-10
138,James Martinez,28,Mexico,Standard,7.3184048,Comedy,2022-09-08
139,Sarah Williams,17,UK,Standard,116.4528,Romance,2022-11-27
140,Chris Johnson,26,Brazil,Standard,225.20342952,Comedy,2022-10-30
141,David Brown,41,Mexico,Premium,251.71863750000003,Comedy,2022-06-20
142,Jane Williams,44,USA,Standard,623.6258040000001,Romance,2022-08-25
143,Katie Williams,24,Germany,Standard,745.0704,Action,2022-04-19
144,Alex Davis,49,France,Basic,397.61076042,Comedy,2022-06-11
145,Jane Miller,26,Germany,Standard,1051.18259544,Romance,2022-11-15
146,Sarah Garcia,32,Germany,Basic,945.5991926399998,Action,2023-02-23
147,Chris Brown,19,Brazil,Standard,1011.6288,Action,2022-08-09
148,Emma Davis,24,India,Basic,1338.5560571999993,Sci-Fi,2023-02-13
149,Alex Martinez,38,India,Basic,266.9588109900001,Action,2022-04-01
150,Emma Williams,38,Brazil,Premium,268.91368200000005,Drama,2022-08-08
151,Katie Martinez,30,UK,Basic,1161.9662724,Documentary,2022-10-18
152,David Martinez,24,Australia,Premium,804.7728,Romance,2022-10-14
153,Jane Miller,22,Brazil,Basic,1424.6496,Action,2022-05-11
154,Chris Smith,29,Japan,Basic,1202.544,Romance,2022-08-12
155,John Smith,24,USA,Basic,348.8544,Horror,2022-07-10
156,Alex Smith,20,Canada,Basic,1093.6799999999998,Sci-Fi,2022-10-31
157,David Johnson,40,Brazil,Premium,40.572,Documentary,2022-06-21
158,Alex Williams,69,Japan,Premium,21.553600000000003,Documentary,2022-06-20
159,John Hernandez,25,UK,Premium,220.7808,Comedy,2022-09-16
160,Emma Smith,50,USA,Basic,181.94013207,Drama,2022-05-15
161,David Jones,19,Brazil,Standard,1151.6688,Comedy,2022-07-10
162,James Jones,24,Australia,Basic,1614.15936,Action,2023-03-07
163,John Jones,18,Germany,Basic,1384.6464,Sci-Fi,2022-04-15
164,John Davis,23,Australia,Basic,689.4719999999999,Drama,2022-06-03
165,Sarah Jones,23,Brazil,Standard,97.13088,Comedy,2022-08-23
166,John Brown,29,Japan,Basic,1215.4097232,Comedy,2022-09-14
167,John Smith,26,UK,Basic,20.5632,Horror,2023-02-23
168,Katie Williams,34,Canada,Premium,797.0552135999999,Sci-Fi,2022-10-04
169,Sarah Brown,50,USA,Basic,225.35680437,Documentary,2022-07-23
170,Jane Jones,46,Canada,Standard,281.783448,Horror,2022-12-25
171,Chris Davis,46,Australia,Premium,324.6746224,Action,2022-03-21
172,Michael Williams,18,USA,Standard,1286.9136,Horror,2022-08-20
173,Alex Williams,23,Germany,Basic,1061.568,Action,2022-07-17
174,Katie Brown,42,Canada,Premium,56.994678,Drama,2022-09-15
175,John Davis,28,Mexico,Basic,1017.57976848,Action,2022-12-03
176,Sarah Smith,25,UK,Basic,1297.0499111999998,Sci-Fi,2023-02-11
177,Jane Garcia,52,Canada,Standard,18.4252239,Action,2022-10-20
178,Emma Smith,37,India,Premium,183.4334505,Comedy,2023-03-07
179,Jane Smith,48,France,Basic,110.34313439040004,Action,2022-09-28
180,Katie Jones,23,India,Standard,277.3584,Horror,2022-10-08
181,Alex Garcia,21,Canada,Premium,597.3263999999999,Comedy,2022-10-19
182,Katie Williams,21,Japan,Standard,478.2816,Drama,2022-11-30
183,John Williams,27,India,Premium,729.21839184,Romance,2022-07-30
184,John Davis,56,Australia,Premium,103.49165718,Action,2023-03-05
185,Alex Jones,18,Australia,Basic,434.2176,Drama,2022-10-27
186,Emma Smith,31,India,Basic,1194.8144421599998,Sci-Fi,2023-03-05
187,John Davis,18,France,Standard,956.56896,Comedy,2022-08-13
188,David Miller,35,Mexico,Basic,63.4368,Drama,2023-03-02
189,Jane Martinez,23,Japan,Standard,1414.7136,Documentary,2022-06-02
190,Sarah Williams,41,Germany,Basic,68.7780696,Documentary,2023-01-18
191,Alex Martinez,21,Australia,Standard,1047.4416,Sci-Fi,2022-10-31
192,Jane Martinez,36,Brazil,Premium,2.899233,Sci-Fi,2023-01-07
193,Katie Johnson,39,India,Premium,358.035633,Sci-Fi,2022-12-25
194,Chris Williams,42,Australia,Standard,375.9191776,Comedy,2023-01-09
195,Alex Brown,42,Germany,Standard,43.1860005,Drama,2022-07-11
196,Alex Garcia,37,Australia,Basic,1026.7454231999995,Horror,2022-03-12
197,Jane Jones,33,Australia,Basic,1255.36539168,Action,2022-09-19
198,Michael Garcia,46,UK,Premium,190.4724035712,Documentary,2023-02-08
199,Katie Brown,19,Mexico,Basic,339.7104,Romance,2022-05-02
200,Jane Brown,40,Germany,Premium,294.6896008,Romance,2022-08-20
201,James Smith,39,Germany,Basic,303.08886437175,Comedy,2022-04-28
202,John Hernandez,67,USA,Standard,62.112,Action,2022-08-05
203,James Miller,51,UK,Basic,333.63185661,Documentary,2022-08-15
204,Michael Williams,35,Brazil,Basic,174.85753499999998,Drama,2022-06-09
205,David Garcia,25,Canada,Basic,1009.7856,Action,2022-08-03
206,John Brown,34,Australia,Standard,609.4611547199997,Drama,2023-02-18
207,Sarah Miller,42,India,Premium,351.45617148,Action,2022-10-24
208,Alex Brown,24,Mexico,Standard,393.91733736,Drama,2022-12-04
209,Katie Smith,27,Japan,Premium,1073.6928,Drama,2022-11-16
210,Katie Smith,24,USA,Basic,527.1984,Drama,2022-06-14
211,Chris Smith,25,Germany,Basic,1097.9301787199995,Horror,2022-07-23
212,Alex Smith,23,Mexico,Premium,299.118672,Horror,2022-10-20
213,Michael Johnson,31,India,Basic,1114.0661217599998,Comedy,2022-06-16
214,Sarah Brown,36,UK,Standard,121.131369,Sci-Fi,2023-01-20
215,James Brown,22,Mexico,Standard,775.6415999999999,Sci-Fi,2023-01-29
216,Alex Hernandez,47,Japan,Premium,374.3391568,Drama,2022-09-01
217,John Davis,22,Canada,Premium,103.69728,Comedy,2022-11-10
218,Alex Garcia,23,Brazil,Basic,42.64499232,Romance,2023-03-02
219,Emma Hernandez,18,UK,Standard,1108.3392,Drama,2022-12-07
220,Sarah Miller,24,Canada,Premium,296.2512,Drama,2022-08-09
221,Alex Jones,24,Canada,Premium,647.3664,Romance,2022-10-27
222,Katie Davis,25,France,Standard,444.82239576,Horror,2022-04-07
223,Sarah Davis,20,Mexico,Basic,604.73088,Action,2022-06-06
224,John Johnson,31,Australia,Standard,664.3453147199999,Action,2022-06-27
225,Emma Davis,31,UK,Basic,949.23526824,Documentary,2022-05-24
226,Emma Brown,27,Brazil,Standard,923.7312,Drama,2022-07-21
227,John Williams,35,India,Premium,181.8713992,Documentary,2022-06-16
228,Emma Martinez,16,Canada,Premium,943.6464,Action,2022-08-05
229,Emma Hernandez,26,Japan,Premium,865.4683190399995,Sci-Fi,2022-03-19
230,Chris Martinez,44,USA,Basic,8.045568,Comedy,2022-12-26
231,Sarah Miller,21,Canada,Basic,1234.6991999999998,Action,2023-02-27
232,Sarah Brown,20,India,Standard,33.623999999999995,Romance,2022-04-25
233,Alex Johnson,22,Japan,Standard,76.0608,Sci-Fi,2022-05-28
234,Katie Smith,15,USA,Basic,478.4544,Drama,2022-10-03
235,Chris Davis,34,Germany,Basic,74.93059943999997,Horror,2022-04-18
236,David Hernandez,39,Mexico,Basic,35.1184,Horror,2022-09-23
237,Katie Jones,34,Brazil,Standard,43.1664,Action,2022-06-06
238,Emma Hernandez,42,India,Standard,381.66080418,Comedy,2022-11-23
239,James Garcia,30,Japan,Standard,62.60910552,Drama,2023-01-04
240,Alex Smith,26,Mexico,Standard,1239.5724746399997,Drama,2023-02-01
241,Sarah Martinez,25,Australia,Basic,943.88406264,Comedy,2022-06-29
242,Jane Davis,31,India,Standard,220.5465352,Romance,2023-01-14
243,James Jones,21,Brazil,Basic,972.0,Action,2022-10-20
244,Jane Williams,47,UK,Standard,699.877989,Romance,2022-06-23
245,Chris Brown,19,UK,Standard,1075.5215999999998,Horror,2023-01-21
246,Sarah Jones,47,Australia,Premium,54.2631024,Action,2022-07-29
247,Michael Brown,31,UK,Standard,309.56038344,Action,2022-03-19
248,John Garcia,27,Brazil,Standard,541.3773542399998,Action,2022-04-03
249,Chris Martinez,48,Canada,Basic,354.73432160000004,Sci-Fi,2022-06-28
250,Emma Brown,52,France,Basic,195.41084112000004,Romance,2022-11-04
251,Sarah Garcia,17,France,Basic,120.3696,Sci-Fi,2022-11-21
252,Katie Miller,31,India,Basic,616.6921427999999,Sci-Fi,2023-02-20
253,James Jones,17,Australia,Basic,603.216,Horror,2022-06-25
254,Chris Hernandez,75,Canada,Standard,26.48800000000001,Action,2023-03-06
255,Katie Smith,28,Japan,Premium,698.2911676799998,Drama,2022-04-01
256,Katie Davis,40,Canada,Premium,107.2527552,Documentary,2022-09-27
257,Katie Hernandez,75,France,Standard,14.486,Romance,2022-07-20
258,Jane Johnson,48,Germany,Premium,734.1030810000001,Romance,2022-11-15
259,Sarah Williams,25,Japan,Premium,150.75306647999997,Documentary,2022-04-05
260,Sarah Garcia,25,USA,Standard,1076.7312,Comedy,2022-10-05
261,John Brown,41,Canada,Standard,529.656084,Horror,2022-08-11
262,Emma Brown,27,Germany,Standard,1578.68797824,Action,2023-02-26
263,Alex Smith,38,India,Premium,84.368466,Documentary,2022-05-26
264,Sarah Hernandez,34,Mexico,Basic,177.10775440000003,Drama,2022-09-30
265,James Davis,18,Brazil,Basic,635.5007999999999,Drama,2022-06-10
266,John Miller,34,India,Basic,18.6936,Action,2023-02-23
267,James Jones,38,Japan,Standard,33.282252,Horror,2022-11-08
268,Alex Davis,48,Australia,Premium,86.5631296,Documentary,2022-12-03
269,Michael Miller,24,Japan,Premium,1307.30112,Comedy,2022-08-21
270,Alex Martinez,37,Australia,Standard,423.47245752,Sci-Fi,2022-11-20
271,Sarah Johnson,26,India,Premium,226.98716472,Action,2023-02-15
272,Sarah Jones,26,Japan,Premium,974.2624452,Sci-Fi,2022-06-18
273,David Johnson,20,Brazil,Basic,1260.288,Comedy,2022-08-05
274,James Martinez,51,Mexico,Premium,60.14661642,Documentary,2023-02-24
275,Jane Jones,35,Brazil,Premium,335.030337,Romance,2022-08-07
276,Sarah Davis,17,UK,Standard,561.672,Drama,2023-02-18
277,Jane Williams,49,Germany,Premium,235.7375312,Documentary,2022-06-18
278,Katie Jones,47,UK,Premium,550.477134,Documentary,2023-01-16
279,James Johnson,18,Australia,Basic,749.8512,Drama,2022-05-17
280,Sarah Johnson,25,USA,Premium,14.826239999999997,Comedy,2022-12-15
281,Michael Brown,56,UK,Basic,18.990317160000007,Horror,2022-07-18
282,James Martinez,25,USA,Standard,876.85678224,Comedy,2022-08-04
283,James Martinez,17,Australia,Premium,192.4272,Comedy,2022-05-31
284,David Garcia,47,UK,Standard,219.2337816,Comedy,2023-03-07
285,Sarah Garcia,38,Australia,Premium,304.317324,Romance,2022-03-16
286,David Garcia,18,Mexico,Basic,1025.7552,Drama,2022-03-25
287,Sarah Brown,26,Germany,Standard,242.3088,Sci-Fi,2022-05-09
288,John Jones,36,Germany,Standard,1367.49373056,Sci-Fi,2022-03-10
289,Chris Smith,49,UK,Basic,27.43090029,Romance,2023-01-11
290,Sarah Williams,42,France,Standard,710.0213759999999,Drama,2022-11-29
291,Jane Johnson,39,Germany,Standard,35.065791000000004,Sci-Fi,2022-07-01
292,Jane Williams,47,Australia,Standard,104.0848528,Sci-Fi,2022-07-12
293,Sarah Martinez,38,Brazil,Premium,195.30737334,Sci-Fi,2023-02-23
294,Katie Davis,20,Brazil,Basic,715.1039999999999,Documentary,2022-04-14
295,Jane Brown,66,USA,Standard,70.97760000000001,Horror,2022-06-16
296,Michael Smith,45,USA,Premium,293.98605920000006,Comedy,2022-11-06
297,David Jones,35,India,Standard,147.0834288,Romance,2022-12-26
298,David Jones,34,Australia,Standard,399.46063752,Horror,2023-03-03
299,Emma Smith,24,Mexico,Standard,492.6528,Romance,2022-11-24
300,Jane Johnson,25,India,Premium,517.9829810399998,Romance,2022-10-23
301,David Martinez,49,Canada,Standard,393.549273,Action,2022-08-22
302,Jane Williams,48,Australia,Basic,156.69287948160002,Drama,2023-02-20
303,Sarah Davis,25,Australia,Premium,812.72464128,Action,2022-09-14
304,Jane Hernandez,46,Canada,Premium,425.77082999999993,Horror,2022-04-10
305,Jane Brown,27,India,Basic,1089.05266584,Comedy,2022-04-21
306,John Smith,22,Canada,Premium,379.7423999999999,Sci-Fi,2022-08-15
307,John Williams,26,Japan,Standard,1094.84294472,Drama,2022-12-01
308,Emma Davis,26,Brazil,Basic,46.3824,Action,2022-04-25
309,Alex Hernandez,41,Canada,Basic,549.9507150000001,Sci-Fi,2022-04-16
310,James Hernandez,66,UK,Basic,30.1672,Comedy,2022-03-09
311,John Miller,16,Canada,Premium,524.232,Sci-Fi,2022-07-22
312,Sarah Miller,44,UK,Basic,568.7446590000001,Sci-Fi,2022-11-04
313,Alex Brown,15,Australia,Premium,1210.9248,Romance,2023-02-07
314,John Jones,53,Canada,Basic,190.61948700000005,Sci-Fi,2023-01-12
315,Jane Hernandez,27,Brazil,Basic,331.5410312,Romance,2022-12-11
316,Jane Miller,49,France,Standard,168.84693,Action,2023-01-24
317,David Garcia,26,Mexico,Basic,1070.83112472,Drama,2022-06-28
318,Jane Johnson,18,USA,Basic,1437.696,Comedy,2022-08-10
319,Jane Miller,17,Germany,Standard,454.248,Sci-Fi,2022-03-28
320,David Smith,26,India,Basic,502.9344,Comedy,2022-07-12
321,David Martinez,24,Germany,Standard,254.5776,Comedy,2022-03-14
322,Michael Miller,19,Brazil,Basic,10.4832,Romance,2022-05-31
323,Chris Johnson,24,Australia,Basic,459.6912,Sci-Fi,2023-02-21
324,Jane Davis,41,Canada,Basic,265.346604,Action,2022-12-11
325,Chris Garcia,37,UK,Standard,302.0611010051249,Sci-Fi,2023-02-16
326,Sarah Brown,18,USA,Standard,162.56159999999997,Romance,2022-05-22
327,Chris Johnson,41,Mexico,Standard,151.83896715,Comedy,2022-10-07
328,Emma Martinez,46,Canada,Standard,94.731849,Comedy,2022-06-27
329,John Martinez,25,UK,Basic,674.1504,Horror,2022-04-21
330,James Miller,15,USA,Standard,1079.8991999999998,Romance,2023-01-25
331,Katie Davis,27,Australia,Basic,307.13175936,Action,2023-02-13
332,Alex Hernandez,48,USA,Premium,19.44000405,Documentary,2022-07-11
333,Chris Garcia,45,USA,Basic,197.847117,Documentary,2022-08-16
334,Alex Miller,54,Japan,Basic,63.8375568,Drama,2022-04-08
335,James Brown,57,Canada,Premium,195.16808979000004,Drama,2022-03-17
336,Katie Hernandez,27,Mexico,Basic,358.50816,Comedy,2022-06-22
337,James Davis,74,USA,Standard,12.2536,Action,2022-04-23
338,John Martinez,31,Mexico,Premium,1231.1203139999998,Documentary,2022-10-27
339,James Davis,49,Germany,Standard,482.3805150000001,Comedy,2022-04-14
340,Jane Miller,37,Brazil,Premium,171.13889174400003,Documentary,2022-11-03
341,Jane Johnson,21,Canada,Basic,1178.6544,Sci-Fi,2023-02-04
342,Chris Garcia,37,USA,Premium,367.919739,Horror,2022-06-06
343,Jane Brown,37,Australia,Standard,1181.72457,Sci-Fi,2022-10-10
344,Katie Smith,20,India,Premium,1386.9791999999998,Comedy,2022-06-20
345,Sarah Martinez,23,Australia,Basic,776.8742399999999,Comedy,2022-12-28
346,John Miller,47,Australia,Basic,243.62191360000003,Action,2023-01-01
347,Sarah Davis,28,Mexico,Basic,106.01074880000002,Documentary,2022-04-28
348,Michael Williams,32,Australia,Basic,1331.9836790399995,Romance,2022-11-17
349,Alex Hernandez,68,Canada,Basic,47.80640000000001,Drama,2023-01-30
350,Jane Miller,18,Japan,Basic,1019.736,Romance,2022-04-17
351,John Smith,24,France,Basic,683.2656000000001,Action,2023-03-01
352,Emma Jones,28,India,Premium,254.88644000000005,Action,2023-01-20
353,John Johnson,19,Mexico,Basic,770.8608,Romance,2022-10-17
354,Katie Smith,37,UK,Standard,715.14414,Drama,2022-06-04
355,Chris Smith,27,Japan,Premium,730.1102594399999,Comedy,2022-06-04
356,Sarah Garcia,20,France,Standard,0.3168,Comedy,2022-09-23
357,John Hernandez,35,USA,Basic,475.5986884799999,Action,2023-01-14
358,Alex Hernandez,18,Brazil,Premium,206.66879999999995,Sci-Fi,2022-05-05
359,Emma Johnson,21,India,Basic,1304.10252576,Action,2022-11-22
360,David Miller,26,Japan,Standard,1251.792,Sci-Fi,2022-06-07
361,John Jones,45,UK,Premium,213.4560936,Documentary,2023-02-02
362,Jane Davis,18,Brazil,Premium,460.9584,Action,2023-01-08
363,John Martinez,40,India,Premium,373.94449551,Documentary,2022-05-02
364,Alex Miller,40,USA,Basic,457.725249,Romance,2022-11-05
365,Michael Smith,26,Japan,Standard,356.5275033599999,Action,2022-07-18
366,Katie Brown,46,Australia,Premium,52.55730880000001,Documentary,2022-03-18
367,Michael Brown,34,Mexico,Basic,305.3763584,Action,2022-04-30
368,Alex Smith,20,USA,Basic,227.21472,Comedy,2022-08-25
369,Jane Davis,39,India,Basic,554.7984839999999,Romance,2022-11-04
370,Katie Smith,21,Canada,Standard,1317.744,Sci-Fi,2023-02-09
371,Jane Hernandez,17,Australia,Basic,347.1552,Sci-Fi,2022-04-21
372,Jane Williams,24,USA,Premium,17.8992,Action,2022-05-13
373,Alex Garcia,51,Australia,Basic,165.45293927999998,Sci-Fi,2022-08-12
374,John Miller,34,Canada,Basic,36.33331392,Comedy,2022-03-19
375,Alex Brown,48,Germany,Basic,485.287605,Documentary,2022-10-19
376,Jane Hernandez,22,Canada,Standard,1154.7936,Horror,2022-04-18
377,Katie Miller,42,Australia,Basic,1.044981,Drama,2022-11-18
378,John Garcia,23,India,Basic,650.1023999999999,Action,2022-09-24
379,Katie Martinez,21,India,Premium,37.2384,Comedy,2023-02-14
380,Chris Garcia,38,Brazil,Premium,52.796,Comedy,2022-05-14
